Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Solar Zenith Angle,Latitude,Longitude,Location ID,Elevation,Local Time Zone
2022,1,1,0,30,0,0,0,96.9,32.13,-103.14,532495,954,-7
2022,1,1,1,30,0,0,0,108.87,32.13,-103.14,532495,954,-7
2022,1,1,2,30,0,0,0,121.26,32.13,-103.14,532495,954,-7
2022,1,1,3,30,0,0,0,133.89,32.13,-103.14,532495,954,-7
2022,1,1,4,30,0,0,0,146.56,32.13,-103.14,532495,954,-7
2022,1,1,5,30,0,0,0,158.92,32.13,-103.14,532495,954,-7
2022,1,1,6,30,0,0,0,169.2,32.13,-103.14,532495,954,-7
2022,1,1,7,30,0,0,0,168.17,32.13,-103.14,532495,954,-7
2022,1,1,8,30,0,0,0,157.33,32.13,-103.14,532495,954,-7
2022,1,1,9,30,0,0,0,144.89,32.13,-103.14,532495,954,-7
2022,1,1,10,30,0,0,0,132.2,32.13,-103.14,532495,954,-7
2022,1,1,11,30,0,0,0,119.59,32.13,-103.14,532495,954,-7
2022,1,1,12,30,0,0,0,107.25,32.13,-103.14,532495,954,-7
2022,1,1,13,30,0,0,0,95.34,32.13,-103.14,532495,954,-7
2022,1,1,14,30,26,539,83,83.98,32.13,-103.14,532495,954,-7
2022,1,1,15,30,43,811,268,73.86,32.13,-103.14,532495,954,-7
2022,1,1,16,30,51,915,435,65.22,32.13,-103.14,532495,954,-7
2022,1,1,17,30,59,964,558,58.81,32.13,-103.14,532495,954,-7
2022,1,1,18,30,64,984,622,55.43,32.13,-103.14,532495,954,-7
2022,1,1,19,30,66,974,615,55.66,32.13,-103.14,532495,954,-7
2022,1,1,20,30,65,943,544,59.44,32.13,-103.14,532495,954,-7
2022,1,1,21,30,61,871,413,66.17,32.13,-103.14,532495,954,-7
2022,1,1,22,30,52,722,239,75.03,32.13,-103.14,532495,954,-7
2022,1,1,23,30,28,372,59,85.28,32.13,-103.14,532495,954,-7
2022,1,2,0,30,0,0,0,96.76,32.13,-103.14,532495,954,-7
2022,1,2,1,30,0,0,0,108.74,32.13,-103.14,532495,954,-7
2022,1,2,2,30,0,0,0,121.13,32.13,-103.14,532495,954,-7
2022,1,2,3,30,0,0,0,133.75,32.13,-103.14,532495,954,-7
2022,1,2,4,30,0,0,0,146.43,32.13,-103.14,532495,954,-7
2022,1,2,5,30,0,0,0,158.78,32.13,-103.14,532495,954,-7
2022,1,2,6,30,0,0,0,169.07,32.13,-103.14,532495,954,-7
2022,1,2,7,30,0,0,0,168.16,32.13,-103.14,532495,954,-7
2022,1,2,8,30,0,0,0,157.38,32.13,-103.14,532495,954,-7
2022,1,2,9,30,0,0,0,144.95,32.13,-103.14,532495,954,-7
2022,1,2,10,30,0,0,0,132.27,32.13,-103.14,532495,954,-7
2022,1,2,11,30,0,0,0,119.65,32.13,-103.14,532495,954,-7
2022,1,2,12,30,0,0,0,107.3,32.13,-103.14,532495,954,-7
2022,1,2,13,30,0,0,0,95.38,32.13,-103.14,532495,954,-7
