Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Solar Zenith Angle,Latitude,Longitude,Location ID,Elevation,Local Time Zone
2022,1,1,0,30,0,0,0,95.49,33.61,-105.74,465549,1866,-7
2022,1,1,1,30,0,0,0,107.2,33.61,-105.74,465549,1866,-7
2022,1,1,2,30,0,0,0,119.36,33.61,-105.74,465549,1866,-7
2022,1,1,3,30,0,0,0,131.77,33.61,-105.74,465549,1866,-7
2022,1,1,4,30,0,0,0,144.24,33.61,-105.74,465549,1866,-7
2022,1,1,5,30,0,0,0,156.38,33.61,-105.74,465549,1866,-7
2022,1,1,6,30,0,0,0,166.73,33.61,-105.74,465549,1866,-7
2022,1,1,7,30,0,0,0,168.19,33.61,-105.74,465549,1866,-7
2022,1,1,8,30,0,0,0,158.82,33.61,-105.74,465549,1866,-7
2022,1,1,9,30,0,0,0,146.85,33.61,-105.74,465549,1866,-7
2022,1,1,10,30,0,0,0,134.41,33.61,-105.74,465549,1866,-7
2022,1,1,11,30,0,0,0,121.96,33.61,-105.74,465549,1866,-7
2022,1,1,12,30,0,0,0,109.73,33.61,-105.74,465549,1866,-7
2022,1,1,13,30,0,0,0,97.9,33.61,-105.74,465549,1866,-7
2022,1,1,14,30,18,38,20,86.54,33.61,-105.74,465549,1866,-7
2022,1,1,15,30,93,205,141,76.45,33.61,-105.74,465549,1866,-7
2022,1,1,16,30,125,20,133,67.7,33.61,-105.74,465549,1866,-7
2022,1,1,17,30,23,0,23,61.03,33.61,-105.74,465549,1866,-7
2022,1,1,18,30,159,17,168,57.2,33.61,-105.74,465549,1866,-7
2022,1,1,19,30,208,41,230,56.81,33.61,-105.74,465549,1866,-7
2022,1,1,20,30,197,270,332,59.91,33.61,-105.74,465549,1866,-7
2022,1,1,21,30,178,126,229,66.01,33.61,-105.74,465549,1866,-7
2022,1,1,22,30,92,53,106,74.36,33.61,-105.74,465549,1866,-7
2022,1,1,23,30,25,0,25,84.23,33.61,-105.74,465549,1866,-7
2022,1,2,0,30,0,0,0,95.36,33.61,-105.74,465549,1866,-7
2022,1,2,1,30,0,0,0,107.06,33.61,-105.74,465549,1866,-7
2022,1,2,2,30,0,0,0,119.22,33.61,-105.74,465549,1866,-7
2022,1,2,3,30,0,0,0,131.64,33.61,-105.74,465549,1866,-7
2022,1,2,4,30,0,0,0,144.1,33.61,-105.74,465549,1866,-7
2022,1,2,5,30,0,0,0,156.24,33.61,-105.74,465549,1866,-7
2022,1,2,6,30,0,0,0,166.6,33.61,-105.74,465549,1866,-7
2022,1,2,7,30,0,0,0,168.16,33.61,-105.74,465549,1866,-7
2022,1,2,8,30,0,0,0,158.86,33.61,-105.74,465549,1866,-7
2022,1,2,9,30,0,0,0,146.91,33.61,-105.74,465549,1866,-7
2022,1,2,10,30,0,0,0,134.47,33.61,-105.74,465549,1866,-7
2022,1,2,11,30,0,0,0,122.02,33.61,-105.74,465549,1866,-7
2022,1,2,12,30,0,0,0,109.78,33.61,-105.74,465549,1866,-7
2022,1,2,13,30,0,0,0,97.95,33.61,-105.74,465549,1866,-7
2022,1,2,14,30,32,121,39,86.56,33.61,-105.74,465549,1866,-7
2022,1,2,15,30,67,406,162,76.46,33.61,-105.74,465549,1866,-7
2022,1,2,16,30,113,492,300,67.69,33.61,-105.74,465549,1866,-7
2022,1,2,17,30,166,519,418,60.99,33.61,-105.74,465549,1866,-7
2022,1,2,18,30,198,610,529,57.13,33.61,-105.74,465549,1866,-7
2022,1,2,19,30,156,756,571,56.71,33.61,-105.74,465549,1866,-7
2022,1,2,20,30,104,847,530,59.79,33.61,-105.74,465549,1866,-7
2022,1,2,21,30,57,950,445,65.88,33.61,-105.74,465549,1866,-7
