Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Solar Zenith Angle,Latitude,Longitude,Location ID,Elevation,Local Time Zone
2022,1,1,0,30,0,0,0,93.19,32.73,-108.26,407538,1786,-7
2022,1,1,1,30,0,0,0,104.91,32.73,-108.26,407538,1786,-7
2022,1,1,2,30,0,0,0,117.11,32.73,-108.26,407538,1786,-7
2022,1,1,3,30,0,0,0,129.6,32.73,-108.26,407538,1786,-7
2022,1,1,4,30,0,0,0,142.21,32.73,-108.26,407538,1786,-7
2022,1,1,5,30,0,0,0,154.63,32.73,-108.26,407538,1786,-7
2022,1,1,6,30,0,0,0,165.87,32.73,-108.26,407538,1786,-7
2022,1,1,7,30,0,0,0,169.83,32.73,-108.26,407538,1786,-7
2022,1,1,8,30,0,0,0,161.12,32.73,-108.26,407538,1786,-7
2022,1,1,9,30,0,0,0,149.1,32.73,-108.26,407538,1786,-7
2022,1,1,10,30,0,0,0,136.54,32.73,-108.26,407538,1786,-7
2022,1,1,11,30,0,0,0,123.95,32.73,-108.26,407538,1786,-7
2022,1,1,12,30,0,0,0,111.56,32.73,-108.26,407538,1786,-7
2022,1,1,13,30,0,0,0,99.55,32.73,-108.26,407538,1786,-7
2022,1,1,14,30,5,0,5,87.89,32.73,-108.26,407538,1786,-7
2022,1,1,15,30,15,1,15,77.54,32.73,-108.26,407538,1786,-7
2022,1,1,16,30,65,11,69,68.39,32.73,-108.26,407538,1786,-7
2022,1,1,17,30,66,0,66,61.2,32.73,-108.26,407538,1786,-7
2022,1,1,18,30,64,0,64,56.76,32.73,-108.26,407538,1786,-7
2022,1,1,19,30,201,20,212,55.74,32.73,-108.26,407538,1786,-7
2022,1,1,20,30,225,72,263,58.33,32.73,-108.26,407538,1786,-7
2022,1,1,21,30,101,749,429,64.07,32.73,-108.26,407538,1786,-7
2022,1,1,22,30,85,534,248,72.21,32.73,-108.26,407538,1786,-7
2022,1,1,23,30,31,435,92,82,32.73,-108.26,407538,1786,-7
2022,1,2,0,30,0,0,0,93.06,32.73,-108.26,407538,1786,-7
2022,1,2,1,30,0,0,0,104.77,32.73,-108.26,407538,1786,-7
2022,1,2,2,30,0,0,0,116.97,32.73,-108.26,407538,1786,-7
2022,1,2,3,30,0,0,0,129.47,32.73,-108.26,407538,1786,-7
2022,1,2,4,30,0,0,0,142.07,32.73,-108.26,407538,1786,-7
2022,1,2,5,30,0,0,0,154.49,32.73,-108.26,407538,1786,-7
2022,1,2,6,30,0,0,0,165.73,32.73,-108.26,407538,1786,-7
2022,1,2,7,30,0,0,0,169.78,32.73,-108.26,407538,1786,-7
2022,1,2,8,30,0,0,0,161.16,32.73,-108.26,407538,1786,-7
2022,1,2,9,30,0,0,0,149.15,32.73,-108.26,407538,1786,-7
2022,1,2,10,30,0,0,0,136.6,32.73,-108.26,407538,1786,-7
2022,1,2,11,30,0,0,0,124.01,32.73,-108.26,407538,1786,-7
2022,1,2,12,30,0,0,0,111.62,32.73,-108.26,407538,1786,-7
2022,1,2,13,30,0,0,0,99.6,32.73,-108.26,407538,1786,-7
2022,1,2,14,30,21,183,28,87.91,32.73,-108.26,407538,1786,-7
2022,1,2,15,30,46,756,209,77.56,32.73,-108.26,407538,1786,-7
2022,1,2,16,30,47,977,407,68.39,32.73,-108.26,407538,1786,-7
2022,1,2,17,30,55,1037,555,61.17,32.73,-108.26,407538,1786,-7
2022,1,2,18,30,59,1063,643,56.7,32.73,-108.26,407538,1786,-7
2022,1,2,19,30,60,1069,663,55.65,32.73,-108.26,407538,1786,-7
2022,1,2,20,30,59,1053,614,58.21,32.73,-108.26,407538,1786,-7
2022,1,2,21,30,56,1012,501,63.94,32.73,-108.26,407538,1786,-7
2022,1,2,22,30,46,931,332,72.08,32.73,-108.26,407538,1786,-7
2022,1,2,23,30,30,728,133,81.86,32.73,-108.26,407538,1786,-7
2022,1,3,0,30,0,0,0,92.92,32.73,-108.26,407538,1786,-7
2022,1,3,1,30,0,0,0,104.63,32.73,-108.26,407538,1786,-7
2022,1,3,2,30,0,0,0,116.84,32.73,-108.26,407538,1786,-7
2022,1,3,3,30,0,0,0,129.33,32.73,-108.26,407538,1786,-7
2022,1,3,4,30,0,0,0,141.93,32.73,-108.26,407538,1786,-7
2022,1,3,5,30,0,0,0,154.35,32.73,-108.26,407538,1786,-7
2022,1,3,6,30,0,0,0,165.59,32.73,-108.26,407538,1786,-7
2022,1,3,7,30,0,0,0,169.72,32.73,-108.26,407538,1786,-7
2022,1,3,8,30,0,0,0,161.19,32.73,-108.26,407538,1786,-7
2022,1,3,9,30,0,0,0,149.21,32.73,-108.26,407538,1786,-7
2022,1,3,10,30,0,0,0,136.66,32.73,-108.26,407538,1786,-7
2022,1,3,11,30,0,0,0,124.07,32.73,-108.26,407538,1786,-7
2022,1,3,12,30,0,0,0,111.67,32.73,-108.26,407538,1786,-7
2022,1,3,13,30,0,0,0,99.64,32.73,-108.26,407538,1786,-7
2022,1,3,14,30,18,337,30,87.94,32.73,-108.26,407538,1786,-7
2022,1,3,15,30,37,841,218,77.57,32.73,-108.26,407538,1786,-7
2022,1,3,16,30,50,975,409,68.37,32.73,-108.26,407538,1786,-7
2022,1,3,17,30,59,1032,557,61.13,32.73,-108.26,407538,1786,-7
2022,1,3,18,30,64,1058,646,56.62,32.73,-108.26,407538,1786,-7
2022,1,3,19,30,69,1051,664,55.54,32.73,-108.26,407538,1786,-7
2022,1,3,20,30,104,945,604,58.08,32.73,-108.26,407538,1786,-7
2022,1,3,21,30,64,986,499,63.8,32.73,-108.26,407538,1786,-7
2022,1,3,22,30,47,930,335,71.93,32.73,-108.26,407538,1786,-7
2022,1,3,23,30,31,726,136,81.72,32.73,-108.26,407538,1786,-7
2022,1,4,0,30,0,0,0,92.77,32.73,-108.26,407538,1786,-7
2022,1,4,1,30,0,0,0,104.49,32.73,-108.26,407538,1786,-7
2022,1,4,2,30,0,0,0,116.7,32.73,-108.26,407538,1786,-7
2022,1,4,3,30,0,0,0,129.19,32.73,-108.26,407538,1786,-7
2022,1,4,4,30,0,0,0,141.8,32.73,-108.26,407538,1786,-7
2022,1,4,5,30,0,0,0,154.21,32.73,-108.26,407538,1786,-7
2022,1,4,6,30,0,0,0,165.45,32.73,-108.26,407538,1786,-7
2022,1,4,7,30,0,0,0,169.64,32.73,-108.26,407538,1786,-7
2022,1,4,8,30,0,0,0,161.21,32.73,-108.26,407538,1786,-7
2022,1,4,9,30,0,0,0,149.26,32.73,-108.26,407538,1786,-7
2022,1,4,10,30,0,0,0,136.71,32.73,-108.26,407538,1786,-7
2022,1,4,11,30,0,0,0,124.12,32.73,-108.26,407538,1786,-7
2022,1,4,12,30,0,0,0,111.71,32.73,-108.26,407538,1786,-7
2022,1,4,13,30,0,0,0,99.67,32.73,-108.26,407538,1786,-7
2022,1,4,14,30,17,322,28,87.96,32.73,-108.26,407538,1786,-7
2022,1,4,15,30,32,802,205,77.57,32.73,-108.26,407538,1786,-7
2022,1,4,16,30,40,939,386,68.35,32.73,-108.26,407538,1786,-7
2022,1,4,17,30,46,998,529,61.08,32.73,-108.26,407538,1786,-7
2022,1,4,18,30,50,1024,615,56.54,32.73,-108.26,407538,1786,-7
2022,1,4,19,30,50,1031,635,55.43,32.73,-108.26,407538,1786,-7
2022,1,4,20,30,51,1013,589,57.95,32.73,-108.26,407538,1786,-7
2022,1,4,21,30,52,968,481,63.66,32.73,-108.26,407538,1786,-7
2022,1,4,22,30,43,879,318,71.78,32.73,-108.26,407538,1786,-7
2022,1,4,23,30,31,671,129,81.57,32.73,-108.26,407538,1786,-7
2022,1,5,0,30,0,0,0,92.63,32.73,-108.26,407538,1786,-7
2022,1,5,1,30,0,0,0,104.35,32.73,-108.26,407538,1786,-7
2022,1,5,2,30,0,0,0,116.55,32.73,-108.26,407538,1786,-7
2022,1,5,3,30,0,0,0,129.05,32.73,-108.26,407538,1786,-7
2022,1,5,4,30,0,0,0,141.66,32.73,-108.26,407538,1786,-7
2022,1,5,5,30,0,0,0,154.07,32.73,-108.26,407538,1786,-7
2022,1,5,6,30,0,0,0,165.29,32.73,-108.26,407538,1786,-7
2022,1,5,7,30,0,0,0,169.56,32.73,-108.26,407538,1786,-7
2022,1,5,8,30,0,0,0,161.23,32.73,-108.26,407538,1786,-7
2022,1,5,9,30,0,0,0,149.3,32.73,-108.26,407538,1786,-7
2022,1,5,10,30,0,0,0,136.76,32.73,-108.26,407538,1786,-7
2022,1,5,11,30,0,0,0,124.17,32.73,-108.26,407538,1786,-7
2022,1,5,12,30,0,0,0,111.76,32.73,-108.26,407538,1786,-7
2022,1,5,13,30,0,0,0,99.7,32.73,-108.26,407538,1786,-7
2022,1,5,14,30,17,309,28,87.98,32.73,-108.26,407538,1786,-7
2022,1,5,15,30,35,787,204,77.57,32.73,-108.26,407538,1786,-7
2022,1,5,16,30,43,926,385,68.33,32.73,-108.26,407538,1786,-7
2022,1,5,17,30,49,987,527,61.02,32.73,-108.26,407538,1786,-7
2022,1,5,18,30,55,1012,614,56.46,32.73,-108.26,407538,1786,-7
