UTC DateTime,region,nuclear(GW),geothermal(GW),biomass(GW),coal(GW),wind(GW),solar(GW),hydro(GW),gas(GW),oil,unknown,hydro-discharge,battery_discharge,renewable_percentage,total_consumption(GW),breakdown estimated?,UTC time,UTC date,Carbon_Intensity(gCO2eq/kWh),intensity estimated?
7/14/2024 3:00,US-CAL-BANC,0,0,0,0,0,2,1321,1426,0,12,0,0,48,2761,FALSE,3:00:00,7/14/2024,445,FALSE
7/14/2024 4:00,US-CAL-BANC,0,0,0,0,0,0,1287,1463,0,15,0,0,47,2765,FALSE,4:00:00,7/14/2024,433,FALSE
7/14/2024 5:00,US-CAL-BANC,0,0,0,0,0,0,1304,1457,0,11,0,0,47,2772,FALSE,5:00:00,7/14/2024,449,FALSE
7/14/2024 6:00,US-CAL-BANC,0,0,0,0,0,0,1216,1342,0,13,0,0,47,2571,FALSE,6:00:00,7/14/2024,415,FALSE
7/14/2024 7:00,US-CAL-BANC,0,0,0,0,0,0,1216,1342,0,13,0,0,47,2571,TRUE,7:00:00,7/14/2024,415,TRUE
7/14/2024 8:00,US-CAL-BANC,0,0,0,0,0,0,1206,1214,0,13,0,0,50,2433,TRUE,8:00:00,7/14/2024,387,TRUE
7/14/2024 9:00,US-CAL-BANC,0,0,0,0,0,0,1078,1091,0,13,0,0,49,2181,TRUE,9:00:00,7/14/2024,365,TRUE
7/14/2024 10:00,US-CAL-BANC,0,0,0,0,0,0,1023,1060,0,13,0,0,49,2096,TRUE,10:00:00,7/14/2024,336,TRUE
7/14/2024 11:00,US-CAL-BANC,0,0,0,0,0,0,1054,1056,0,11,0,0,50,2122,TRUE,11:00:00,7/14/2024,324,TRUE
7/14/2024 12:00,US-CAL-BANC,0,0,0,0,0,0,987,1044,0,13,0,0,48,2044,TRUE,12:00:00,7/14/2024,326,TRUE
7/14/2024 13:00,US-CAL-BANC,0,0,0,0,0,12,968,986,0,12,0,0,50,1978,TRUE,13:00:00,7/14/2024,260,TRUE
7/14/2024 14:00,US-CAL-BANC,0,0,0,0,0,67,849,929,0,13,0,0,49,1858,TRUE,14:00:00,7/14/2024,232,TRUE
7/14/2024 15:00,US-CAL-BANC,0,0,0,0,0,142,728,918,0,11,0,0,48,1798,TRUE,15:00:00,7/14/2024,228,TRUE
7/14/2024 16:00,US-CAL-BANC,0,0,0,0,0,172,905,916,0,13,0,0,54,2005,TRUE,16:00:00,7/14/2024,230,TRUE
7/14/2024 17:00,US-CAL-BANC,0,0,0,0,0,205,931,917,0,11,0,0,55,2064,TRUE,17:00:00,7/14/2024,234,TRUE
7/14/2024 18:00,US-CAL-BANC,0,0,0,0,0,270,971,916,0,12,0,0,57,2170,TRUE,18:00:00,7/14/2024,232,TRUE
7/14/2024 19:00,US-CAL-BANC,0,0,0,0,0,279,982,957,0,11,0,0,57,2229,TRUE,19:00:00,7/14/2024,226,TRUE
7/14/2024 20:00,US-CAL-BANC,0,0,0,0,0,316,1048,1094,0,11,0,0,55,2470,TRUE,20:00:00,7/14/2024,220,TRUE
7/14/2024 21:00,US-CAL-BANC,0,0,0,0,0,301,1141,1083,0,12,0,0,57,2537,TRUE,21:00:00,7/14/2024,231,TRUE
7/14/2024 22:00,US-CAL-BANC,0,0,0,0,0,278,1250,1238,0,11,0,0,55,2777,TRUE,22:00:00,7/14/2024,243,TRUE
7/14/2024 23:00,US-CAL-BANC,0,0,0,0,0,251,1299,1282,0,12,0,0,54,2843,TRUE,23:00:00,7/14/2024,266,TRUE
7/15/2024 0:00,US-CAL-BANC,0,0,0,0,0,222,1440,1402,0,12,0,0,54,3076,TRUE,0:00:00,7/15/2024,333,TRUE
7/15/2024 1:00,US-CAL-BANC,0,0,0,0,0,144,1579,1562,0,11,0,0,52,3296,TRUE,1:00:00,7/15/2024,402,TRUE
7/15/2024 2:00,US-CAL-BANC,0,0,0,0,0,37,1363,1430,0,11,0,0,49,2841,FALSE,2:00:00,7/15/2024,422,FALSE
7/15/2024 2:00,US-CAL-BANC,0,0,0,0,0,45,1622,1683,0,12,0,0,50,3362,TRUE,2:00:00,7/15/2024,475,TRUE
7/15/2024 3:00,US-CAL-BANC,0,0,0,0,0,1,1322,1453,0,13,0,0,47,2789,FALSE,3:00:00,7/15/2024,408,FALSE
7/15/2024 4:00,US-CAL-BANC,0,0,0,0,0,0,1241,1438,0,13,0,0,46,2692,FALSE,4:00:00,7/15/2024,420,FALSE
7/15/2024 5:00,US-CAL-BANC,0,0,0,0,0,0,1237,1231,0,12,0,0,50,2480,FALSE,5:00:00,7/15/2024,459,FALSE
7/15/2024 6:00,US-CAL-BANC,0,0,0,0,0,0,1212,1137,0,13,0,0,51,2362,FALSE,6:00:00,7/15/2024,489,FALSE
7/15/2024 19:00,US-CAL-BANC,0,0,0,0,0,322,815,897,0,15,0,0,55,2049,FALSE,19:00:00,7/15/2024,247,FALSE
7/15/2024 20:00,US-CAL-BANC,0,0,0,0,0,327,850,1015,0,12,0,0,53,2204,FALSE,20:00:00,7/15/2024,249,FALSE
7/15/2024 21:00,US-CAL-BANC,0,0,0,0,0,323,994,1148,0,13,0,0,53,2478,FALSE,21:00:00,7/15/2024,253,FALSE
7/15/2024 22:00,US-CAL-BANC,0,0,0,0,0,303,1166,1068,0,11,0,0,58,2548,FALSE,22:00:00,7/15/2024,300,FALSE
7/15/2024 23:00,US-CAL-BANC,0,0,0,0,0,269,1198,1113,0,15,0,0,57,2595,FALSE,23:00:00,7/15/2024,312,FALSE
7/16/2024 0:00,US-CAL-BANC,0,0,0,0,0,215,1253,1164,0,10,0,0,56,2642,FALSE,0:00:00,7/16/2024,322,FALSE
7/16/2024 1:00,US-CAL-BANC,0,0,0,0,0,140,1433,1086,0,14,0,0,59,2673,FALSE,1:00:00,7/16/2024,350,FALSE
7/16/2024 2:00,US-CAL-BANC,0,0,0,0,0,40,1403,1190,0,13,0,0,55,2646,FALSE,2:00:00,7/16/2024,352,FALSE
7/16/2024 3:00,US-CAL-BANC,0,0,0,0,0,0,1419,1206,0,12,0,0,54,2637,FALSE,3:00:00,7/16/2024,337,FALSE
7/16/2024 4:00,US-CAL-BANC,0,0,0,0,0,0,1380,1205,0,12,0,0,53,2597,FALSE,4:00:00,7/16/2024,340,FALSE
7/16/2024 5:00,US-CAL-BANC,0,0,0,0,0,0,1300,1159,0,15,0,0,53,2474,FALSE,5:00:00,7/16/2024,387,FALSE
7/16/2024 6:00,US-CAL-BANC,0,0,0,0,0,0,1233,1117,0,12,0,0,52,2362,FALSE,6:00:00,7/16/2024,333,FALSE
7/16/2024 7:00,US-CAL-BANC,0,0,0,0,0,0,1233,1117,0,12,0,0,52,2362,TRUE,7:00:00,7/16/2024,333,TRUE
7/16/2024 8:00,US-CAL-BANC,0,0,0,0,0,0,1145,1048,0,12,0,0,52,2205,TRUE,8:00:00,7/16/2024,310,TRUE
7/16/2024 9:00,US-CAL-BANC,0,0,0,0,0,0,1002,991,0,13,0,0,50,2006,TRUE,9:00:00,7/16/2024,327,TRUE
7/16/2024 10:00,US-CAL-BANC,0,0,0,0,0,0,948,973,0,12,0,0,49,1933,TRUE,10:00:00,7/16/2024,338,TRUE
7/16/2024 11:00,US-CAL-BANC,0,0,0,0,0,0,925,974,0,12,0,0,48,1912,TRUE,11:00:00,7/16/2024,340,TRUE
7/16/2024 12:00,US-CAL-BANC,0,0,0,0,0,0,945,997,0,12,0,0,48,1954,TRUE,12:00:00,7/16/2024,328,TRUE
7/16/2024 13:00,US-CAL-BANC,0,0,0,0,0,16,923,1011,0,12,0,0,48,1962,TRUE,13:00:00,7/16/2024,219,TRUE
7/16/2024 14:00,US-CAL-BANC,0,0,0,0,0,76,722,915,0,11,0,0,46,1725,TRUE,14:00:00,7/16/2024,169,TRUE
7/16/2024 15:00,US-CAL-BANC,0,0,0,0,0,160,690,858,0,12,0,0,49,1719,TRUE,15:00:00,7/16/2024,155,TRUE
7/16/2024 16:00,US-CAL-BANC,0,0,0,0,0,217,742,849,0,11,0,0,53,1819,TRUE,16:00:00,7/16/2024,157,TRUE
7/16/2024 17:00,US-CAL-BANC,0,0,0,0,0,263,805,848,0,12,0,0,55,1928,TRUE,17:00:00,7/16/2024,165,TRUE
7/16/2024 18:00,US-CAL-BANC,0,0,0,0,0,298,882,873,0,11,0,0,57,2065,TRUE,18:00:00,7/16/2024,186,TRUE
7/16/2024 19:00,US-CAL-BANC,0,0,0,0,0,310,937,884,0,12,0,0,58,2144,TRUE,19:00:00,7/16/2024,195,TRUE
7/16/2024 20:00,US-CAL-BANC,0,0,0,0,0,320,1011,977,0,11,0,0,57,2320,TRUE,20:00:00,7/16/2024,207,TRUE
7/16/2024 21:00,US-CAL-BANC,0,0,0,0,0,309,1101,1107,0,12,0,0,56,2529,TRUE,21:00:00,7/16/2024,209,TRUE
7/16/2024 22:00,US-CAL-BANC,0,0,0,0,0,292,1234,1167,0,12,0,0,56,2705,TRUE,22:00:00,7/16/2024,235,TRUE
7/16/2024 23:00,US-CAL-BANC,0,0,0,0,0,263,1316,1173,0,12,0,0,57,2764,TRUE,23:00:00,7/16/2024,266,TRUE
7/17/2024 0:00,US-CAL-BANC,0,0,0,0,0,219,1406,1224,0,12,0,0,57,2861,TRUE,0:00:00,7/17/2024,293,TRUE
7/17/2024 1:00,US-CAL-BANC,0,0,0,0,0,141,1537,1368,0,12,0,0,55,3058,TRUE,1:00:00,7/17/2024,382,TRUE
7/17/2024 2:00,US-CAL-BANC,0,0,0,0,0,44,1570,1480,0,12,0,0,52,3105,TRUE,2:00:00,7/17/2024,448,TRUE
7/14/2024 3:00,US-CAL-CISO,2266,785,520,0,2836,7,4527,16801,0,6,0,5007,42,32756,FALSE,3:00:00,7/14/2024,445,FALSE
7/14/2024 4:00,US-CAL-CISO,2270,788,519,0,2653,0,4357,15531,0,14,0,4109,41,30241,FALSE,4:00:00,7/14/2024,433,FALSE
7/14/2024 5:00,US-CAL-CISO,2271,790,505,0,2334,0,4155,14976,0,21,0,2086,36,27140,FALSE,5:00:00,7/14/2024,449,FALSE
7/14/2024 6:00,US-CAL-CISO,2267,792,498,0,2101,0,3780,13980,0,16,0,1033,34,24466,FALSE,6:00:00,7/14/2024,415,FALSE
7/14/2024 7:00,US-CAL-CISO,2256,789,493,0,1856,0,3155,13227,0,4,0,247,30,22028,FALSE,7:00:00,7/14/2024,415,TRUE
7/14/2024 8:00,US-CAL-CISO,2250,788,489,0,1705,0,2966,11971,0,0,0,34,30,20201,FALSE,8:00:00,7/14/2024,387,TRUE
7/14/2024 9:00,US-CAL-CISO,2256,792,489,0,1696,0,2754,10997,0,0,0,6,30,18990,FALSE,9:00:00,7/14/2024,365,TRUE
7/14/2024 10:00,US-CAL-CISO,2244,787,487,0,1712,0,2706,10033,0,4,0,0,32,17973,FALSE,10:00:00,7/14/2024,336,TRUE
7/14/2024 11:00,US-CAL-CISO,2231,782,485,0,1729,0,3010,9064,0,2,0,0,35,17304,FALSE,11:00:00,7/14/2024,324,TRUE
7/14/2024 12:00,US-CAL-CISO,2252,790,493,0,1691,2,3066,8764,0,0,0,1,35,17060,FALSE,12:00:00,7/14/2024,326,TRUE
7/14/2024 13:00,US-CAL-CISO,2233,787,503,0,1556,1211,2699,8558,0,2,0,127,39,17677,FALSE,13:00:00,7/14/2024,260,TRUE
7/14/2024 14:00,US-CAL-CISO,2089,734,469,0,1378,4907,2592,6145,0,5,0,0,55,18321,FALSE,14:00:00,7/14/2024,232,TRUE
7/14/2024 15:00,US-CAL-CISO,1956,680,436,0,1372,8016,1964,4646,0,0,0,0,65,19071,FALSE,15:00:00,7/14/2024,228,TRUE
7/14/2024 16:00,US-CAL-CISO,1804,622,402,0,722,10501,1639,3702,0,0,0,0,72,19392,FALSE,16:00:00,7/14/2024,230,TRUE
7/14/2024 17:00,US-CAL-CISO,1783,611,399,0,633,11261,1605,3186,0,0,0,0,74,19477,FALSE,17:00:00,7/14/2024,234,TRUE
7/14/2024 18:00,US-CAL-CISO,1894,646,424,0,715,11419,1613,3930,0,0,0,0,72,20641,FALSE,18:00:00,7/14/2024,232,TRUE
7/14/2024 19:00,US-CAL-CISO,1998,683,447,0,1047,11836,2207,4688,0,0,0,0,71,22907,FALSE,19:00:00,7/14/2024,226,TRUE
7/14/2024 20:00,US-CAL-CISO,2110,722,474,0,1463,12904,2369,5464,0,0,0,0,70,25505,FALSE,20:00:00,7/14/2024,220,TRUE
7/14/2024 21:00,US-CAL-CISO,2156,740,483,0,1527,13502,2614,6004,0,0,0,0,70,27025,FALSE,21:00:00,7/14/2024,231,TRUE
7/14/2024 22:00,US-CAL-CISO,2232,768,504,0,1586,13890,3198,7119,0,0,0,173,68,29469,FALSE,22:00:00,7/14/2024,243,TRUE
7/14/2024 23:00,US-CAL-CISO,2256,798,513,0,1504,12776,3483,9475,0,8,0,239,62,31050,FALSE,23:00:00,7/14/2024,266,TRUE
7/15/2024 0:00,US-CAL-CISO,2264,802,514,0,1565,10149,3908,11136,0,5,0,2588,59,32930,FALSE,0:00:00,7/15/2024,333,TRUE
7/15/2024 1:00,US-CAL-CISO,2264,793,515,0,1925,6304,4369,13462,0,2,0,4402,54,34036,FALSE,1:00:00,7/15/2024,402,TRUE
7/15/2024 2:00,US-CAL-CISO,2265,801,515,0,2543,1534,4379,15374,0,8,0,6006,47,33426,FALSE,2:00:00,7/15/2024,422,FALSE
7/15/2024 2:00,US-CAL-CISO,2265,799,517,0,2428,2520,4388,15158,0,6,0,6092,49,34172,FALSE,2:00:00,7/15/2024,475,TRUE
7/15/2024 3:00,US-CAL-CISO,2266,784,513,0,2772,17,4419,15719,0,5,0,4778,43,31273,FALSE,3:00:00,7/15/2024,408,FALSE
7/15/2024 4:00,US-CAL-CISO,2265,784,515,0,2657,0,4354,15584,0,9,0,3125,39,29293,FALSE,4:00:00,7/15/2024,420,FALSE
7/15/2024 5:00,US-CAL-CISO,2269,789,498,0,2404,0,4115,13923,0,18,0,1311,36,25327,FALSE,5:00:00,7/15/2024,459,FALSE
7/15/2024 6:00,US-CAL-CISO,2247,784,483,0,2288,0,3830,12069,0,64,0,80,34,21846,FALSE,6:00:00,7/15/2024,489,FALSE
7/15/2024 7:00,US-CAL-CISO,2240,782,486,0,2022,0,3607,10795,0,17,0,0,35,19950,FALSE,7:00:00,7/15/2024,489,TRUE
7/15/2024 8:00,US-CAL-CISO,2202,769,478,0,2233,0,3407,10009,0,5,0,0,36,19102,FALSE,8:00:00,7/15/2024,462,TRUE
7/15/2024 9:00,US-CAL-CISO,2192,768,474,0,2406,0,3203,9084,0,5,0,0,38,18132,FALSE,9:00:00,7/15/2024,488,TRUE
7/15/2024 10:00,US-CAL-CISO,2225,779,479,0,2002,0,3077,9016,0,3,0,0,36,17581,FALSE,10:00:00,7/15/2024,506,TRUE
7/15/2024 11:00,US-CAL-CISO,2246,787,485,0,1771,0,3370,9041,0,3,0,0,36,17703,FALSE,11:00:00,7/15/2024,515,TRUE
7/15/2024 12:00,US-CAL-CISO,2263,796,498,0,1873,1,3038,9542,0,8,0,277,35,18296,FALSE,12:00:00,7/15/2024,499,TRUE
7/15/2024 13:00,US-CAL-CISO,2257,797,510,0,1821,1570,2850,9350,0,8,0,550,41,19713,FALSE,13:00:00,7/15/2024,369,TRUE
7/15/2024 14:00,US-CAL-CISO,2100,743,477,0,1464,7534,2457,7538,0,3,0,0,57,22316,FALSE,14:00:00,7/15/2024,303,TRUE
7/15/2024 15:00,US-CAL-CISO,1906,674,435,0,1207,10737,1791,6280,0,1,0,0,64,23031,FALSE,15:00:00,7/15/2024,281,TRUE
7/15/2024 16:00,US-CAL-CISO,1860,653,422,0,1046,12175,1551,5753,0,0,0,0,68,23460,FALSE,16:00:00,7/15/2024,283,TRUE
7/15/2024 17:00,US-CAL-CISO,1814,629,403,0,1035,13268,1468,5238,0,0,0,0,70,23855,FALSE,17:00:00,7/15/2024,288,TRUE
7/15/2024 18:00,US-CAL-CISO,1872,647,420,0,1117,14141,1345,5586,0,0,0,0,70,25127,FALSE,18:00:00,7/15/2024,306,TRUE
7/15/2024 19:00,US-CAL-CISO,1989,686,449,0,1230,15256,1456,6168,0,0,0,0,70,27235,FALSE,19:00:00,7/15/2024,317,TRUE
7/15/2024 19:00,US-CAL-CISO,1989,686,449,0,1230,15256,1456,6168,0,0,0,0,70,27235,FALSE,19:00:00,7/15/2024,247,FALSE
7/15/2024 20:00,US-CAL-CISO,2103,724,476,0,1310,15565,1602,7085,0,0,0,0,68,28866,FALSE,20:00:00,7/15/2024,335,TRUE
7/15/2024 21:00,US-CAL-CISO,2217,767,501,0,1434,14363,2025,8785,0,0,0,120,64,30212,FALSE,21:00:00,7/15/2024,253,FALSE
7/15/2024 22:00,US-CAL-CISO,2232,776,500,0,1995,13885,2398,9838,0,0,0,228,62,31853,FALSE,22:00:00,7/15/2024,349,TRUE
7/15/2024 23:00,US-CAL-CISO,2224,775,499,0,2661,13379,2599,11524,0,0,0,59,59,33719,FALSE,23:00:00,7/15/2024,312,FALSE
7/16/2024 0:00,US-CAL-CISO,2242,786,495,0,3026,12286,3258,12934,0,0,0,361,57,35389,FALSE,0:00:00,7/16/2024,407,TRUE
7/16/2024 1:00,US-CAL-CISO,2247,791,501,0,3792,8078,4630,13761,0,0,0,2701,56,36500,FALSE,1:00:00,7/16/2024,350,FALSE
7/16/2024 2:00,US-CAL-CISO,2256,796,503,0,4286,1873,4927,16028,0,0,0,4638,48,35307,FALSE,2:00:00,7/16/2024,598,TRUE
7/16/2024 3:00,US-CAL-CISO,2257,798,504,0,4546,53,4836,16182,0,0,0,4441,45,33617,FALSE,3:00:00,7/16/2024,337,FALSE
7/16/2024 4:00,US-CAL-CISO,2258,802,501,0,4715,5,4314,14813,0,0,0,4358,46,31767,FALSE,4:00:00,7/16/2024,558,TRUE
7/16/2024 5:00,US-CAL-CISO,2266,808,491,0,4922,9,4121,14108,0,6,0,1299,42,28029,FALSE,5:00:00,7/16/2024,387,FALSE
7/16/2024 6:00,US-CAL-CISO,2242,802,479,0,4754,7,3932,12902,0,19,0,67,40,25204,FALSE,6:00:00,7/16/2024,519,TRUE
7/16/2024 7:00,US-CAL-CISO,2254,807,477,0,4550,4,3713,10763,0,18,0,174,43,22761,FALSE,7:00:00,7/16/2024,333,TRUE
7/16/2024 8:00,US-CAL-CISO,2264,811,477,0,4229,0,3357,9809,0,21,0,292,43,21261,FALSE,8:00:00,7/16/2024,462,TRUE
7/16/2024 9:00,US-CAL-CISO,2251,809,471,0,4019,0,3283,8878,0,32,0,16,44,19759,FALSE,9:00:00,7/16/2024,327,TRUE
7/16/2024 10:00,US-CAL-CISO,2255,810,470,0,3728,0,3249,8730,0,54,0,2,43,19297,FALSE,10:00:00,7/16/2024,506,TRUE
7/16/2024 11:00,US-CAL-CISO,2266,812,474,0,3442,0,3269,8645,0,103,0,271,43,19281,FALSE,11:00:00,7/16/2024,340,TRUE
7/16/2024 12:00,US-CAL-CISO,2266,811,479,0,3042,1,3685,8677,0,128,0,971,45,20060,FALSE,12:00:00,7/16/2024,499,TRUE
7/16/2024 13:00,US-CAL-CISO,2263,812,492,0,2804,1816,3549,8771,0,138,0,1250,49,21895,FALSE,13:00:00,7/16/2024,219,TRUE
7/16/2024 14:00,US-CAL-CISO,2074,743,454,0,2311,8022,3167,6992,0,43,0,0,62,23805,FALSE,14:00:00,7/16/2024,169,TRUE
7/16/2024 15:00,US-CAL-CISO,1907,679,415,0,2086,11764,2604,5353,0,0,0,0,71,24808,FALSE,15:00:00,7/16/2024,155,TRUE
7/16/2024 16:00,US-CAL-CISO,1877,664,399,0,1719,13095,2417,5187,0,5,0,0,72,25362,FALSE,16:00:00,7/16/2024,157,TRUE
7/16/2024 17:00,US-CAL-CISO,1887,664,405,0,1534,14250,2258,5165,0,18,0,0,73,26181,FALSE,17:00:00,7/16/2024,165,TRUE
7/16/2024 18:00,US-CAL-CISO,1934,678,410,0,1669,14886,2113,5439,0,1,0,0,73,27131,FALSE,18:00:00,7/16/2024,186,TRUE
7/16/2024 18:00,US-CAL-CISO,1949,683,415,0,1709,15220,2126,5497,0,1,0,0,73,27600,FALSE,18:00:00,7/16/2024,186,TRUE
7/16/2024 19:00,US-CAL-CISO,2058,720,442,0,1892,16380,2281,6573,0,0,0,0,72,30346,FALSE,19:00:00,7/16/2024,195,TRUE
7/16/2024 20:00,US-CAL-CISO,2139,747,464,0,2246,16806,2384,7073,0,0,0,0,71,31859,FALSE,20:00:00,7/16/2024,207,TRUE
7/16/2024 21:00,US-CAL-CISO,2200,767,477,0,3005,17168,2620,7413,0,0,0,4,71,33654,FALSE,21:00:00,7/16/2024,209,TRUE
7/16/2024 22:00,US-CAL-CISO,2213,772,481,0,3546,16978,2867,8345,0,0,0,38,70,35240,FALSE,22:00:00,7/16/2024,235,TRUE
7/16/2024 23:00,US-CAL-CISO,2222,776,488,0,4287,16236,3439,9788,0,0,0,53,68,37288,FALSE,23:00:00,7/16/2024,266,TRUE
7/17/2024 0:00,US-CAL-CISO,2236,781,489,0,4727,14445,3815,11612,0,0,0,384,64,38489,FALSE,0:00:00,7/17/2024,293,TRUE
7/17/2024 1:00,US-CAL-CISO,2244,786,497,0,4898,11433,4231,13420,0,0,0,1114,59,38621,FALSE,1:00:00,7/17/2024,382,TRUE
7/17/2024 2:00,US-CAL-CISO,2244,777,492,0,5008,7563,4025,13572,0,0,0,3232,57,36913,TRUE,2:00:00,7/17/2024,448,TRUE
7/14/2024 3:00,US-CAL-IID,0,0,0,0,0,0,33,216,0,347,0,0,6,596,FALSE,3:00:00,7/14/2024,445,FALSE
7/14/2024 4:00,US-CAL-IID,0,0,0,0,0,0,37,209,0,349,0,0,6,595,FALSE,4:00:00,7/14/2024,433,FALSE
7/14/2024 5:00,US-CAL-IID,0,0,0,0,0,0,32,231,0,351,0,0,5,614,FALSE,5:00:00,7/14/2024,449,FALSE
7/14/2024 6:00,US-CAL-IID,0,0,0,0,0,0,34,215,0,352,0,0,6,601,FALSE,6:00:00,7/14/2024,415,FALSE
7/14/2024 7:00,US-CAL-IID,0,0,0,0,0,0,34,215,0,352,0,0,6,601,TRUE,7:00:00,7/14/2024,415,TRUE
7/14/2024 8:00,US-CAL-IID,0,0,0,0,0,0,34,207,0,356,0,0,6,598,TRUE,8:00:00,7/14/2024,387,TRUE
7/14/2024 9:00,US-CAL-IID,0,0,0,0,0,0,35,203,0,356,0,0,6,595,TRUE,9:00:00,7/14/2024,365,TRUE
7/14/2024 10:00,US-CAL-IID,0,0,0,0,0,0,35,205,0,356,0,0,6,596,TRUE,10:00:00,7/14/2024,336,TRUE
7/14/2024 11:00,US-CAL-IID,0,0,0,0,0,0,32,205,0,358,0,0,5,596,TRUE,11:00:00,7/14/2024,324,TRUE
7/14/2024 12:00,US-CAL-IID,0,0,0,0,0,0,32,202,0,359,0,0,5,592,TRUE,12:00:00,7/14/2024,326,TRUE
7/14/2024 13:00,US-CAL-IID,0,0,0,0,0,66,34,198,0,359,0,0,15,656,TRUE,13:00:00,7/14/2024,260,TRUE
7/14/2024 14:00,US-CAL-IID,0,0,0,0,0,214,34,208,0,354,0,0,31,810,TRUE,14:00:00,7/14/2024,232,TRUE
7/14/2024 15:00,US-CAL-IID,0,0,0,0,0,317,32,216,0,349,0,0,38,914,TRUE,15:00:00,7/14/2024,228,TRUE
7/14/2024 16:00,US-CAL-IID,0,0,0,0,0,377,34,209,0,346,0,0,43,966,TRUE,16:00:00,7/14/2024,230,TRUE
7/14/2024 17:00,US-CAL-IID,0,0,0,0,0,405,33,199,0,345,0,0,45,982,TRUE,17:00:00,7/14/2024,234,TRUE
7/14/2024 18:00,US-CAL-IID,0,0,0,0,0,441,32,197,0,343,0,0,47,1014,TRUE,18:00:00,7/14/2024,232,TRUE
7/14/2024 19:00,US-CAL-IID,0,0,0,0,0,453,34,205,0,340,0,0,47,1031,TRUE,19:00:00,7/14/2024,226,TRUE
7/14/2024 20:00,US-CAL-IID,0,0,0,0,0,464,33,209,0,337,0,0,48,1043,TRUE,20:00:00,7/14/2024,220,TRUE
7/14/2024 21:00,US-CAL-IID,0,0,0,0,0,463,33,208,0,336,0,0,48,1040,TRUE,21:00:00,7/14/2024,231,TRUE
7/14/2024 22:00,US-CAL-IID,0,0,0,0,0,445,33,205,0,341,0,0,47,1024,TRUE,22:00:00,7/14/2024,243,TRUE
7/14/2024 23:00,US-CAL-IID,0,0,0,0,0,415,34,258,0,345,0,0,43,1053,TRUE,23:00:00,7/14/2024,266,TRUE
7/15/2024 0:00,US-CAL-IID,0,0,0,0,0,376,35,240,0,339,0,0,42,991,TRUE,0:00:00,7/15/2024,333,TRUE
7/15/2024 1:00,US-CAL-IID,0,0,0,0,0,190,36,250,0,337,0,0,28,813,TRUE,1:00:00,7/15/2024,402,TRUE
7/15/2024 2:00,US-CAL-IID,0,0,0,0,0,15,33,187,0,344,0,0,8,579,FALSE,2:00:00,7/15/2024,422,FALSE
7/15/2024 2:00,US-CAL-IID,0,0,0,0,0,33,35,284,0,345,0,0,10,696,TRUE,2:00:00,7/15/2024,475,TRUE
7/15/2024 3:00,US-CAL-IID,0,0,0,0,0,0,32,194,0,347,0,0,6,573,FALSE,3:00:00,7/15/2024,408,FALSE
7/15/2024 4:00,US-CAL-IID,0,0,0,0,0,0,32,193,0,346,0,0,6,571,FALSE,4:00:00,7/15/2024,420,FALSE
7/15/2024 5:00,US-CAL-IID,0,0,0,0,0,0,31,208,0,349,0,0,5,588,FALSE,5:00:00,7/15/2024,459,FALSE
7/15/2024 6:00,US-CAL-IID,0,0,0,0,0,0,32,205,0,347,0,0,5,584,FALSE,6:00:00,7/15/2024,489,FALSE
7/15/2024 19:00,US-CAL-IID,0,0,0,0,0,483,32,220,0,329,0,0,48,1064,FALSE,19:00:00,7/15/2024,247,FALSE
7/15/2024 20:00,US-CAL-IID,0,0,0,0,0,483,33,250,0,316,0,0,48,1082,FALSE,20:00:00,7/15/2024,249,FALSE
7/15/2024 21:00,US-CAL-IID,0,0,0,0,0,487,33,224,0,336,0,0,48,1080,FALSE,21:00:00,7/15/2024,253,FALSE
7/15/2024 22:00,US-CAL-IID,0,0,0,0,0,442,33,214,0,334,0,0,46,1023,FALSE,22:00:00,7/15/2024,300,FALSE
7/15/2024 23:00,US-CAL-IID,0,0,0,0,0,321,32,224,0,333,0,0,39,910,FALSE,23:00:00,7/15/2024,312,FALSE
7/16/2024 0:00,US-CAL-IID,0,0,0,0,0,269,34,227,0,332,0,0,35,862,FALSE,0:00:00,7/16/2024,322,FALSE
7/16/2024 1:00,US-CAL-IID,0,0,0,0,0,131,33,241,0,334,0,0,22,739,FALSE,1:00:00,7/16/2024,350,FALSE
7/16/2024 2:00,US-CAL-IID,0,0,0,0,0,17,33,254,0,336,0,0,8,640,FALSE,2:00:00,7/16/2024,352,FALSE
7/16/2024 3:00,US-CAL-IID,0,0,0,0,0,0,35,259,0,339,0,0,6,633,FALSE,3:00:00,7/16/2024,337,FALSE
7/16/2024 4:00,US-CAL-IID,0,0,0,0,0,0,34,264,0,343,0,0,5,641,FALSE,4:00:00,7/16/2024,340,FALSE
7/16/2024 5:00,US-CAL-IID,0,0,0,0,0,0,29,250,0,341,0,0,5,620,FALSE,5:00:00,7/16/2024,387,FALSE
7/16/2024 6:00,US-CAL-IID,0,0,0,0,0,0,31,205,0,346,0,0,5,582,FALSE,6:00:00,7/16/2024,333,FALSE
7/16/2024 7:00,US-CAL-IID,0,0,0,0,0,0,31,205,0,346,0,0,5,582,TRUE,7:00:00,7/16/2024,333,TRUE
7/16/2024 8:00,US-CAL-IID,0,0,0,0,0,0,31,207,0,346,0,0,5,583,TRUE,8:00:00,7/16/2024,310,TRUE
